comment,label
"Aplikasi ini bagus banget untuk kalian yang mau kerja dari rumah/Freelance,disini juga banyak menawarkan loker kerja yang bisa kalian pilih dan juga kalian dapat memilih posisi yang kalian kuasai,seperti admin atau akuntan dan banyak lagi",positif
sangat membantu buat kita yang lagi cari pekerjaan dan kita bisa buat CV secara langsung tanpa harus download apk lagi,positif
"kebanyakan iklan nya ni aplikasi , kurang kurangin dah",negatif
banyak info Loker mantap,positif
sangat membantu dan mempermudah,positif
"Aplikasi sangat sangat sangat membantu daripada yg lain, percayalah.",positif
"aplikasinya bagus, membantu para pencari kerja, cs nya sigap & professional",positif
aplikasinya bagus bgt! cocok untuk orang orang yang lagi mencari pekerjaan,positif
aplikasinya sangat membantu untuk orang orang yang sedang mencari pekerjaan.,positif
sangat bagus sih lebih mudah buat mencari pekerjaan,positif
aplikasi nya bagus dan sangat ngebantu cari pekerjaan,positif
Aplikasi ini sangat membantu sekali bagi pencari kerja. Sangat mudah digunakan dan adminnya juga fast Respon.,positif
"Apk yang sangat membantu dalam mencari pekerjaan.Cukup mudah,tidak ribet dan efektif serta diberikan bimbingan dalam melengkapi nya.",positif
Aplikasi yang cocok untuk para pencari kerja,positif
aplikasi dengan segala fitur yg mudah di pahami dapat mempermudah siapapun yg sedang mencari pekerjaan sesuai skill dan minatnya,positif
"Aplikasi kitalulus membantu bgt buat aku yg IRT ini, tetap bisa dapat cuan meski di rumah aja. Terimakasih kitalulus kedepannya semoga lebih mantap lagi ya",positif
"masih mencoba, kalau pekerjaan ada banyak, tinggal masalah pencairan cuannya aja, belum keluar keluar, mungkin harus menunggu beberapa gari",netral
aplikasinya bagus dan bisa membantu orang banyak dalam mencari lapangan pekerjaan,positif
sangat membantu program loker yg baik,positif
"Tetep aja Gak Bisa Digunain,Udah Log out Login, Copot Pasang...Sama Saja Hasilnya Cuma Layar Putih Doang Adanya",negatif
Kebanyakan sibuk promosi lowongan gak jelas. Apalagi ada fitur freelance makan bnyak korban yang terlanjur udah submit data ternyata tidak masuk dalam form verifikasi bahkan diulangpun tetep gak masuk. Kasihan sama orang2 dikira untung malah buntung. Gak rekomended sama sekali,negatif
langsung dapet panggilan dan ketrima. mungkin lebih luas lagi jangkauannya.. terima kasih,positif
lebih mudah dan lebih banyak peluang,positif
sangat bagus dengan ini saya lebih mudah mendapatkan kerja,positif
sangat mudah di gunakan dan aman,positif
"Sempat ada kendala saat pasang loker, tapi ternyata gak sampe 24 jam sudah bisa teratasi",positif
sangat membantu untuk para pencari kerja,positif
semoga dengan aplikasi kita Lulus bisa memperbaiki ekonomi keluarga,positif
masih kurang lengkap lokernya yang tersedia,negatif
sangat membantu untuk saya yang ibu rumah tangga.mau kerja keluar rumah kasihan anak .semoga ini bisa jalan rezeki buat saya yg pengen punya penghasilan sendiri,positif
"aplikasi yang bagus, membantu sekali dalam mencari lowongan pekerjaan",positif
"Saya sudah mencoba aplikasi KitaLulus dan sangat terbantu dalam mencari lowongan pekerjaan yang sesuai dengan kualifikasi saya. Fitur pencarian kerja dan komunitasnya sangat interaktif, membuat proses mencari kerja lebih mudah dan efisien. Selain itu, adanya fitur pembuatan CV dan persiapan tes seleksi juga sangat bermanfaat. Aplikasi ini juga memiliki tampilan yang sederhana dan mudah digunakan. Secara keseluruhan, KitaLulus adalah aplikasi yang sangat membantu bagi pencari kerja di Indonesia!",positif
"Aplikasi gak guna gak ada satupun lamaran kerja yang masuk, apa harus berlangganan dulu?",negatif
"Ada 12 riwayat lamaran pekerjaan, tidak ada 1 pun yang ke panggil",netral
"Aplikasinya bagus, CS nya ramah...",positif
memudahkan dalam mencari pekerjaan,positif
"Bagus aplikasinya, sangat membantu untuk para pencari kerja",positif
aplikasi kitalulus sangat membantu untuk mencari pekerjaan,positif
sangat membantu mencari pekerjaan,positif
bagus dan sangat membantu untuk yang lagi mencari pekerjaan apalagi bagi yang sudah berumah tangga.,positif
Aplikasi cumann nyari info pekerjaan lebih dari 50 lowongan sy masukan sama sekali gak ada panggilannya atau pun kabar dari PT atau pun toko yg sy lamaran.,netral
apk ini sangat bagus banget rekomen banget pokoknya terimakasih,positif
"terima kasih kita lulus ,,berkat mu saya memiliki pekerjaan ,,,apk sangat berguna untuk parah pelajar,atau mahasiswa",positif
"sangat membantu sekali, mempermudah seseorang yg mencari pekerjaan",positif
sangat muda d gunakan,positif
Aku belum dapat kerja di aplikasi ini mudah mudahan di terima kemudian hari,netral
Deskripsi pengalaman kerja minim 400 karakter sudah di kurangi masih KURANG LENGKAP lebih dari 400 tetap SETATUS KURANG LENGKAP??? BIKIN ESMOSI SUKA SUKA APLIKASI AJE LAHH KALO GITU,negatif
aplikasi yang sangat membantu penggunanya dalam menyelesaikan problem,positif
Sangat membantu pemula untuk mencari pekerjaan,positif
Aplikasi apaan udh isi segala macem ga da yg nyangkut..hoax,negatif
sangat membantu mencari perkerjaan😊,positif
"Saya sarankan jangan mengerjakan misi di aplikasi ini, ga amanah Sudah saya kerjakan sesuai arahan tetapi rejected. 👎",negatif
"ini sangat membantu mencari pekerjaan, CS nya pun responnya ramah & cepat saat ada permasalahan, terimakasih ya 🙏",positif
sangat membantu buat yg sedang cari pekerjaan,positif
Aplikasi nya saat membantu sekali untuk mencari pekerjaan,positif
Aplikasi kitalulus sangat membantu saya dalam mencari pekerjaan dan saya mendapat pekerjaan sesuai kriteria saya. Saya harap aplikasi ini dapat membantu lebih banyak membantu orang-orang dalam mencari pekerjaan yang sesuai,positif
"Udah di log out,di update masih sama acak acakan filter waktunya",negatif
sangat membantu untuk mencari pekerjaan,positif
aplikasi ini eror gak bisa buka link share,negatif
bagus sangat membantu untuk yg sedang mencari pekerjaan,positif
"Kenapa gak bisa update atau upload foto profil ya? Lagi error atau gimana sistem nya, soalnya Aku baru daftar untuk yang kolom lainnya bisa di isi dan tersimpan tapi waktu mau upload foto profil gak bisa",negatif
efisien. cepat tepat sasaran. no ribet,positif
"Aplikasinya bagus dan mudah digunakan siapa saja, tersedia berbagai job yang dibutuhkan baik di dalam maupun luar daerah.",positif
Sangat membantu saya dalam mencari tenaga pengajar berkualitas,positif
semoga cepat dapat kerja🙏🏻 karna ini aplikasi rekomendasi dr teman² ku mereka dapat kerja disini ga ada boongan,positif
Aplikasi nya bagus lengkap mudah juga buat di pahami admin nya juga ramah fast respon rekomendasi buat yang cari pekerjaan 👍,positif
sangat bagus untuk orng yg ingin mencari pekerjaan,positif
Aplikasi mantap untuk pencari kerja dan rekruiter juga Semoga bisa menjaring lebih banyak orang untuk cepat mendapatkan pekerjaan yg di impikan Terimakasih,positif
"aplikasi ini merupakan platform untuk pencari kerja, dijamin aman karna loker sudah melewati proses yg ketat, saya tau aplikasi ini dari rekomendasi di tik tok.",positif
Aplikasi yang sangat bagus cocok untuk masyarakat Indonesia yang masih mencari membutuhkan pekerjaan,positif
Mantap dengan aplikasi kitalulus mempermudah para pencari kerja utk mendapatkan kerja sesuai dengan skill yg di miliki serta para rekruter dgn mudah mencari kandidat sesuai dgn standart yg di butuhkan dengan kebutuhan perusahaan👍,positif
Aplikasi sangat bagus sangat membantu mencari lowongan pekerjaan 🥰,positif
memang aplikasi paling top buat para pencari kerja 👍🏻👍🏻👍🏻👍🏻 the best pokoknya,positif
alhamdulillah sy mendapatkan pekerjaan di aplikasi ini terimakasih🔥🥳💥,positif
aplikasinya sangat bagus dan membantu saya mencari lowongan kerja,positif
"aplikasinya lancar dan ga ngelag sama sekali, fitur"" nya juga banyak, banyak potongan harga, pelayanan cs nya juga cepat dan ramah dalam merespon",positif
"Aplikasinya bagus, aku baru mau review sesuai pengalaman aku yah... Tahun 2023 aku nyari info loker disini dan alhamdulillah sekarang udah kerja selama 3 tahun. Dan sekarang mau cari loker lagi.., untuk yg kepo gimana caranya, gampang kok. Dibeberapa loker nanti kalian diarahin aplikasi ini langsung ke WA perusahaan yang dituju. Inget yah harus sabar...dan jangan lupa berdoa buat cari loker nya, semangat.",positif
aplikasi yang sangat keren lengkap bisa buat CV menarik juga mantap kitalulus 🙏🤩,positif
aplikasi sangat bagus membantu memudahkan mencari pekerjaan,positif
"Keren, baru apply lngsung ada panggilan interview, semoga kedepannya makin maju lagi dan amanah info lowker nya, thanks",positif
"Dua bintang aja dul , bagaimana tdk bisa mendaftar yg sdh pernah di daftar sih",negatif
"Search enginnya ngaco gitu, yang dicari atas yang keluar bawah gak bener",negatif
"Ini aplikasi bagus ada bisa buat cv nya kl yg emg blm punya cv,...cm aneh aja ga pernah ada yg nyantol kl ngelamar2 lowongan tuh..entah emg rekruternya males liat atau emg aplikasinya jelek, atau kesalahan di sistemnya udh berkali2 ngelamar lewat aplikasi ini ga pernah tembus sm sekali, emg ga jodoh sm aplikasi ini",netral
Sangat baik untuk mencari pekerjaan,positif
banyak pilihan melamar sesuai yang di inginkan,positif
"aplikasi yg sangat memuaskan, walau belum ada panggilan kerja namun fitur-fitur di aplikasi ini sangat memuaskan, semoga saya bisa segera keterima kerja ya",positif
belom di coba mudah mudahan bagus,netral
pokok nya basuk klo pakek app kita lulus uang jajan pun setiap ahari cai,positif
aplikasi mantap untuk mencari pekerjaan,positif
Saat mau pasang foto profil kok gabisa mulu ya?,negatif
Kenapa ga bisa upload foto ya???,negatif
"Aplikasi yang tidak membayar bonusnya hingga lebih dari waktu yang dijanjikan dan kebanyakan misi freelance hanya untuk sekedar menaikkan engagement semata tapi bonusnya nihil bosss, maaf cuma dapat 1 bintang dari sekian banyak bintang karena aplikasi anda sangat tidak rekomendasi buat kaum rebahan....!!!!!!!!!!!",negatif
"aplikasi yang simpel membantu para pencari kerja yang sesuai bidang nya, dengan fitur yang mudah dan menarik terimakasih sudah membantu memudahkan mencari lowongan pekerjaan",positif
baik sekali. semoga pekerjaan nya di gaji beneran,positif
"belum pernah dapet respon dari perusahaan, padahal saya sudah memiliki beberapa pengalaman Kerja serta memiliki skill yang lumayan mumpuni,tapi gpp lah emang yang namanya keberuntungan orang beda beda,ada yang cepet ada juga yang lambat,tapi seenggaknya aplikasi ini memiliki beberapa pembelajaran,kaya latihan psikotest dll,thanks you very much for kita lulus🙏",positif
"Komplit, dan sangat mudah",positif
terima kasih kitalulus sudah mempermudahkan saya mencari pekerjaan,positif
sangat membantu buat mencari pekerjaan,positif
Aplikasi nya bagus sangat membantu saya tapi sayang nya saya harus buat email baru😭😭😭,positif
Bagus aplikasi sangat membantu perusahaan kami,positif
"Kurang, ga ada info lanjutan mengenai setelah Apply bahkan interview nya.",negatif
Terbaik dan sangat membantu para pencaker,positif
aplikasi wajib jobseeker + respon admin yang baik. semoga temen2 jobseeker dilancarkan dan dimudahkan menemukan pekerjaannya. jangan lupa usahanya di dampingi dgn doa. GBU ALL,positif
lebih mudah dan efektif untuk cari kerja sesuai kemampuan,positif
Cukup membantu untuk para fresh graduate yang sedang mencari pengalaman pertama di dunia kerja!,positif
keren apk buat cari kerja relevan dan mudah percaya aman dan di hubungi ke bagian perusahaan atau kantor nya benar 👍👍👍,positif
kitalulus sangat membantu untuk yang sedang mencari kerja,positif
"jika saya nyaman dan diterima saya akan tambah bintang. aplikasinya lancar""aja sihh okee lahh",positif
"Baru mendownload dan sedang mencoba, untuk sementara saya kasih bintang 4 dulu",netral
apk ini sangat bagus untuk kita yg selalu membutuhkan uang,positif
aplikasi nya sangat membantu sekaliii,positif
sangat membantu untuk mencari pekerjaan.,positif
"lumayan...tapi saya belum dapat hasil nya dari apk ini,mudah2an dri sini rezeki saya",netral
"Sangat mudah mencari pekerjaan dan layanan nya bagus, pokoknya bagus deh",positif
"Misi Freelancer gak membayar hoax gua sudah mengerjakan dengan benar, 10K di haruskan menginstal aplikasi ""Perbankan"" yang membutuhkan KTP, gua takut data privasi tersebar, pokonya setelah beberapa hari setelah mengerjakan misi ""Tidak di bayar"" nyesel nginstal buang buang waktu, kalau yang nanya itu penipuan, gua gak bego ""akun WhatsAppnya aja centang biru""",negatif
"alhamdulillah CV saya sudah keterima di benerapa perusahaan, tinggal nunggu hasil akhirnya",positif
lebih mudah dan fleksibel,positif
Coba lebih simple lagu jgn bnyk gimmick,negatif
sangat membantu dan mempermudah kita mencari kerja,positif
susahh udh apply bnyk tpi gk ada info lanjutan kya useless,netral
Minta tolong hadirkan fitur hapus berkas lamaran. Supaya untuk lamaran yg gagal atau tidak di respon bisa di hapus dan tidak memenuhi folder,netral
"apk nya sangat membantu saya, semoga saya bisa segera mendapatkan pekerjaan amiin 🤲",positif
Bagus aplikasinya sangat membantu dan memudahkan saya dalam mencari pekerjaan,positif
"pengaplikasian mudah dan loker sesuai jobdesc, good!",positif
aplikasi yang sangat cocok untuk Jobseeker mencari pekerjaan,positif
aplikasi ini sangat membantu kita kita yg butuh kerjaan,positif
masih susah mendapatkan loker yg jarak tempuh nya dekat dengan rumah,negatif
Sangat baik dan bermanfaat untuk masyarakat dan dunia kerja.,positif
"Percuma di iklankan hrd nya gk gercep, sudah ngirim di beberapa pt. Tidak ada 1 pun yang di panggil kerja, jadi buat hrd mending yang kerja sanak sodaramu saja. Atau tidak perlu di pasang di apk mnapun.",negatif
mudah mudahan ad info selanjutnya 🙏,netral
sangat membantu untuk anak anak seperti saya yang masih dalam proses pendidikan,negatif
gampang digunakan dan mudah dipahami tahapan melengkapi datanya.,positif
"semoga dapat mempermudah mendapat pekerjaan, aminnn",positif
membantu banget dalam mencari pekerjaan,positif
"Keren kerja lapang nya sangat bagus, namun blum saya coba untuk mendapat kan uang nyaa",positif
tempat cari pekerjaan dengan cepat dan bisa membuat CV secara instan,positif
aplikasinya sangat recommended banget karena dapat membantu menambahkan uang jajan bagi pelajar🥰,positif
CS nya sangat responsif 👍🏻,positif
Alhamdulillah sangat membantu dan untuk mencari pekerjaan tidak harus mengeluarkan biaya harus kesana kesini,positif
"Apk ini sangat bagus dan membantu kita dalam mencari pekerjaan, ditambah dengan adminnya yang sangat cekatan, ramah dan baik",positif
sangat simpel dan membantu,positif
"Upload loker mudah, admi fast respon, mencari kerjapun disini banyak dan detal.",positif
aplikasi jobseeker bagus. costumer service nya ramah dan balesnya cepet,positif
"apk yang aku rekomendasikan para pencari kerja, mudah digunakan dan banyak banget peluang disana. menyediakan berbagai fitur canggih yg memudahkan kita match dengan perusahaan yang kita mau. bintang 5+++ untuk apk KitaLulus",positif
"Di aplikasi ini sangat membantu dalam proses mencari loker sampai melamar kerjanya. Banyak fitur yang membantu, mempermudah penggunaan, meskipun masih pengguna pertama aplikasi ini.",positif
sangat baik untuk para pelamar kerja,positif
sangat tidak mudah untuk menggunakan aplikasi ini,negatif
kereeeeeen bikin CV nya juga mudaaaaaaaah bangetttttt aku sukaaaaaaaaaaaaaaaa❤️,positif
"Alhamdulillah saya dapat kerjaan yang bagus dari washilah aplikasi ini, terima kasih kitalulus, terpercaya, cepat dan mudah",positif
Aplikasinya sangat membantu banyak tersedia loker juga cocok buat yang lagi cari kerja tanpa pengalaman dan batas usia,positif
"Banyak lowongan pekerjaan tapi tidak satu pun dipanggil,tiba tiba lowongan tidak tersedia lagi.",negatif
sangat membantu untuk mencari berbagai lowongan pekerjaan,positif
"sangat membantu, memudahkan pencarian pekerjaan dan membuat cv profesional",positif
Bagus mudah di mengerti cara mencari pekerjaan,positif
Kitalulus bener² mempermudah untuk mencari lowongan pekerjaan,positif
"Loker nya kebanyakan penipuan tidak terjamin, apalagi yang freelance saya tanyakan langsung ke perusahaannya bahwa perusahaan tersebut tidak membuka lowongan kerja di aplikasi kita lulus. Kedepannya mohon di filter ya atau di buat fitur agar oknum oknum jahat tidak se enaknya buat lowongan kerja di aplikasi yang berdampak merugikan kepada pencaker Terima kasih",negatif
Aplikasi penipu! Udah puluhan lamaran gw lamar g ada panggilan interview satu pun! Aplikasi pembodohan gw udah nunggu beberapa Minggu bahkan udah berbulan2 buat interview! Ga ada satupun loker respon!,negatif
bagus mudah mengerti kurang nya tidak ada translate kata nya maaf ya kurang nya itu aja yang lain sangat bagus,netral
weleh aplikasi kaga jelas apply lamaran kaga ada info kejelasan jangan download,negatif
aplikasi yg sangat mendukung para pencari kerja,positif
semoga dengan ada nya apl kita lulus saya bisa langsung dapat pekerjaan😇,positif
"makjos kitalulus dalam membutan CV sangat muda, semoga muda jg dalam melamar pakai CV ya...",positif
kitalulus keren sangat membantu untuk mencari pekerjaan,positif
bisa mencari lowongan kerja banyak,positif
"Admin cepat tanggap,aplikasi engga ribet dan engga ada iklan",positif
"Bagus bisa buat CV Cepat , Namun Untuk Kelengkapan Profil dan CV mungkin masih Kurang min , Tambahinlah kayak Sertifikat apa gitu kayak SKCK , Surat Kompetensi lah . Terus Penghargaan apa aja yang di dapet selama Sekolah atau Kerja . Biar HRD Percaya dan Mudah untuk di panggil ketika membutuhkan , ini udah berapa hari lamar kadang g ada kabar sama sekali min... Fitur chat ke HRD kalo bisa di tambahkan ! Eh BTW ini aplikasi pencari kerja paling ringan dan Smooth di HP , plus lengkap infonya .",positif
"ya mungkin sama , sepertinya ini apk terakhir saya untuk mencari loker mungkin belom jodoh mungkin cari di apk tersebut. moga kedepannya bisa membantu pencaker lain dan langsung dapet kerja timbang saya sudah apply tak ada kabar sedikit pun.",positif
Aplikasi ini cukup membantu bagi para pencari kerja baik yang sudah berpengalaman maupun tanpa pengalaman.,positif
Alhamdulillah ya allah setelah sekian lama nganggur akhir nya ada panggilan setelah coba apk ini🤲,positif
"Kasih bintang 3 dulu ya,soal nya lolos seleksi Mulu namun tidak di panggil oleh perusahaan, tambahkan fitur chat doang biar kami ini bisa chat perusahaan nya udah nyampe mana tahap lamaran kita jadi gak mentok lolos awal seleksi doang, tolong di perbaiki ya apk nya☺️",netral
semoga melalui perantara aplikasi ini bisa memudahkan saya mendapat pekerjaan,positif
"masih dalam proses, doa kan semoga saya mendapatkan pekerjaan yg nyaman dan memiliki bnyk. teman",positif
"Kasih bintang 4 saja dlu. jika memudahkan saya dalam mencari kerja, akan saya kasih bintang 5",positif
"Untuk aplikasi ini sudah membuktikan saya sudah mendapatkan pekerjaan sudah tahap wawancara dan interview, sesuai janji saya aplikasi ini saya berikan bintang 5 klo pun bisa lebih dari 5, standing uploss buat apk ini....",positif
"Aplikasi yg recommended buat para pencaker. Yang saya suka ada fitur buat CV, jadi apabila belum punya CV nanti bisa langsung bikin di aplikasi kitalulus aja. Semoga kedepannya lebih baik sistemnya dan semangat buat para pencari kerja. Semoga sesegera mungkin dapat tawaran pekerjaan yang sesuai di bidangnya masing-masing ✨",positif
Aplikasi yang cocok buat kalian mencari pekerjaan dan selain itu ada misi yang bisa menambah cuan anda,positif
Sangat rekomendet dan terbantu sekali sebagai pengguna dalam melakukan pencarian lowongan kerja,positif
"Terimakasih kita lulus,sangat membantu dalam mencari kandidat karyawan.",positif
Aplikasinya membantu sekali kalau mau cari pekerjaan dan untuk kendala bisa langsung di atasi oleh customer service nya yang ramah dan fast respon,positif
sangat membantu dalam melamar pekerjaan,positif
"mudah untuk cari pekerjaan sesuai kota yang kita inginkan,,,,Best lahhhh",positif
Aplikasinya sangat bagus dan membantu untuk yang mencari lowongan pekerjaan,positif
Kenapa saya tiap mau upload foto profil selalu terjadi kesalahan ya muncul tulisan eror code,negatif
Aplikasi loker paling jelek yang pernah saya gunakan! Kebanyakan sibuk promosi lowongan gak jelas dan seakan terus-menerus dipaksa untuk berlangganan premium! IKLAN LU GANGGU BANGET SUMPAH! TIBA-TIBA POP-UP OLSHOP MUNCUL!,negatif
kita coba dulu yaaa semoga bisa jadi jalan rezeki,netral
"bagus, untuk anak sekolah untuk menambah uang jajan",negatif
"Aplikasi KitaLulus bagus, dan ketika ada kendala, admin sangat responsif.",positif
Dapat membantu kita yang sedang mencari pekerjaan,positif
sangat memudahkan untuk cari kerja,positif
cepat perosesnya masih sekolah tetap di terima,positif
thanks Kita Lulus the real mempermudah!!,positif
"aplikasi bagus , untuk fitur nya cukup bagus juga",positif
"banyak bug, untuk pemilihan tipe kontrak kerja tidak bisa di clik",negatif
Aplikasi yang sangat sangat harus digunakan disetiap org hrs punya the bast.,positif
"Aplikasi yang mudah untuk mencari kerja. Adminnya ramah banget, membantu semua permasalahan kita. Semoga saya segera diterima kerja lewat aplikasi kitalulus.",positif
"Menurut saya bila ingin membantu para penganguran lewat aplikasi saya dengan senang hati , bila mana hnya cuma buat aplikasi yang tidak sesuai topik . Mending tutup aplikasi permanen aja . Entah negri ini mau jadi apa selanjutnya menerima aplikasi bodong .",negatif
Toko ya mau daftar tapi pas tekan emailnya malah ngebut atau lama banget jadi bingung,negatif
"Aplikasi sangat bermanfaat bagi pemburu pekerjaan....mantap,tingkatkan terus kemudahan bagi para penggunanya🙏👍",positif
"Yg nglamar dsini jangan berharap lebih, yg di liat ke HRD nya cmn yg pro, udh nyoba bikin lowongan sama nyari lowongan. Apply pake yg biasa ga muncul sama skli di akun yg nyari lowongan smpe 1 Minggu brikut nya baru muncul seolah baru ngelamar hari itu susunan nya jdi yg paling bawah.",negatif
aplikasi ini sangat cocok buat nyari kerja saat ga punya orang dalam,positif
Pelayanan nya sangat cepat dan ramah,positif
"Sering ngerjain misi cuan tapi ga pernah cair,,udah ngechat admin nya malah ga di baca sama sekali",negatif
"Aplikasi nipu,saya sudah mengerjakan freelance misi dari kita lulus.katanya 2 minggu setelah mengerjakan misi akan di kirim reward nya.tapi admin sudah saya chat,tidak ada tanggapan dan reward tidak ada.",negatif
aplikasi ini sangat membantu untuk mencari loker dan juga amanah,positif
"bank krom dan kita lulus bohong/nipu, katanya reward akan masuk tapi ternyata tidak ada tuh uang yang masuk. suruh hubungi pihak mereka tapi buat apa? memang sih uangnya kecil tapi kalau banyak yang ketipu sih sama ajah besar, cukup review ini jadi bangkai agar orang lain jadi pikir 2x pakai nih aplikasi.",negatif
"aplikasinya sangat membantu untuk melamar pekerjaan, dan lebih cepat membuat cv nya",positif
"aplikasinya sangat membantu untuk para pencari kerja, mudah dipahami dan banyak loker terbaru setiap harinya, trimsss",positif
"setiap cari pekerjaan atau perusahaan yang sedang membuka loker, selalu tidak di temukan dalam pencarian",negatif
"Aplikasinya bagus banget,memudahkan kita untuk mencari pekerjaan sesuai lokasi yang kita inginkan,tapi sayang akun yang kehapus tidak bisa dipulihkan kembali😢. Costumer Servicenya juga ramah banget dalam menanggapi keluhan yang kita hadapi...😊",positif
saya baru saja buat cv tidak tau apakah anak yg tidak lulus sklh tinggi ini bisa mendapatkan pekerjaan 🥲tolong bangett Terima saya kerja apapun itu karena saya sangat sangat butuh uang tabungan dari kerja disini,netral
"apk yg keren, mudah di pahami, dan semoga saya cepat dapat kerja di apk ini",positif
"Aplikasinya sangat membantu untuk mencari pekerjaan, lowongan selalu update.",positif
Aplikasi yang sangat membantu untuk mencari pekerjaan,positif
"Sangat membantu buat nyari loker freelance buat ibu rumah tangga seperti saya, tapi syaangnya belum ada fitur ganti email",positif
Aplikasinya sangat membantu dalam mencari pekerjaan dan mudah di gunakan.,positif
membantu dan sangat membantu banget simpel dan jelas,positif
aplikasi ini sangat memudahkan kita untuk mencari lebih banyak lowongan pekerjaan asal kita sabar aja,positif
Aplikasinya sangat membantu untuk mencari pekerjaan,positif
jelas informasinya dan mudah menggunakan layanan aplikasi nya. sangat membantu pencari kerja,positif
Di Apps KitaLulus semua kemudahan dan materi disediakan dengan baik. Info lowongan kerja yang real serta dapat dipertanggung jawabkan. Saya sangat puas akan Apps KitaLulus dan sangat simple dalam penggunaannya.,positif
saya kasih 3 terlebih dahulu karena saya udh ngirim berbagai lamaran tapi belum di cek² juga,netral
"Kita lulus sangat membantu semua para pencari pekerjaan yang sesuai dengan kriteria dan skill ,,👍",positif
"Ini kenapa ya tiap buka aplikasinya selalu muncul bug, lagi asik lihat-lihat loker tiba-tiba ada pemberitahuan kitalulus tidak menanggapi dan harus ditutup paksa, kan kesel ya harus mulai scroll loker dari awal lagi, padahal baru banget diupdate tapi bugnya tetep muncul",negatif
"MasyaAllah bagus banget aplikasinya, semoga cepet dapet pekerjaan dari aplikasi ini terimakasih yah KitaLulus ❣️🙏",positif
kasih bintang 4 dulu jika memuaskan saya akan beri bintng 5 semoga aplikasi ini dapat memudahkan orang untuk mencari pekerjaan,netral
gampang caranya tapi smpe skrng belum ada panggilan,netral
sangat membantu dan mudah untuk para pencati kerja bnr2 sangat membantu terimakasih .,positif
"Pertama kali download apk ini dan ga nyangka langsung keterima kerja berkat kita lulus, nyesel kenapa ga dari dulu download apk ini.. Terima kasih kita lulus semoga sukses dan jaya selalu..",positif
Bagus lowongan update cepat dan benar Alhamdulilah dah dapat kerja 😁,positif
Maaf aplikasi kurang mendung seperti dalam permainan aplikasi saja tidak ada respon atau update yg lebih jelas tentang loker untuk pencari pekerja,negatif
"sangat membantu dan bermanfaat, recommended buat para pencari dan perekrut kerja 👍👍",positif
