comment,label
aplikasi sangat bagus cocok masyarakat indonesia cari butuh kerja,positif
sangat rekomen utk cari kerja karna guna slalu cepat dpt panggil kerja keren habis,positif
aplikasi kitalulus sangat bantu cari kerja,positif
sangat muda guna,positif
aplikasi kitalulus sangat bantu sekali cari kerja ingin moga cepat dapet kerja terimakasih kitalulus,positif
terima kasih lulus berkat mu milik kerja apk sangat guna parah pelajaratau mahasiswa,positif
senang sekali baru pakai lebih worth walaupun banyak pakai tampil jelas rapi tarik lengkap sangat mudah apply lamar kontak langsung sangkut kalau kasih pilih nilai kasih,positif
sumpah sih mantap banget aplikasi mudah banget cari loker semua kategori kerja cara lamar sangat simpel ribet sangat update lowong kerja kini bantu banget sih thanks lulus pokok luar biasa pertahanankan,positif
pertama kali guna hubung langsung wa lalu sngt bnyak tanggap balik rekruter mohon pasti benar buat postingan update hubung wa lalu lamar kerja laku bagaimana alamat medan kota buka cabang medan rekruter buat alamat pusat tambah kirim lamar lalu email datang langsung rekrut,negatif
buat siapa yg pake aplikasi liat loker yg isi ngasih reward k cuma daftarreviewinstall suatu aplikasi pake logo kitalulus promosi jangan pernah daftar arah grup wa yg isi cuma muter buat instal iniitu ngasih misi iniitu iming reward yg gak jelas gak tau kitalulus boleh scam spt banyak korban daftar pake ktp selfi aja curi data,negatif
aja adminnya cari duit kode referal bonus sampe rb lah yg pake kode referal cuma dapet rb kwkwk super sekali bahkan sampe sekarang uang masuk udah hari lebih grup wa ampe tutup kagak komen dikeluarin anggota nya cari uang haram kok gitu parah,negatif
aplikasi sangat bagus cari kerja hadir fiturfitur mudah paham respon pusat bantu sangat baik bantu rasa sulit tanya kait aplikasi atau kerja,positif
mudah sekali bantu sekali download langsung download aja karna banyak bidang sesuai ahli terima kasih banyak bantu karna orang mudah cari kerja suka sesuai bbidang kuasa,positif
baik bantu mudah lamar kerja sangat bantu proses cari kerja mungkin tingkat bug tanggal rilis kerja semua job tulis diposting hari jadi bingung mau tau udah lama sama baru jujur rekomen banget,positif
baik bnget moga jln ny buat kerja,positif
aplikasi bagus banyak refrensi loker tingkat skill tp bagi lokasi loker kenaal sering reset lokasi cth aku set lokasi malang aplikasi close buka udah ubah semua lokasi pernah hampir ngelamar luar pulau jawa gara gara sama loker kadang rekomendasi beda banget akhir cari kalau appsnya close buka,netral
masyaallah aplikasi sangat mudah cari kerja sesuai alam bidang apa admin nya baik bentuk komunikasi fast respon detail arah mula yg tau apa poko best lah,positif
sangat bantu cari kerja,positif
sangat bantu mudah cat kerja bnr sangat bantu terimakasih,positif
keren kk adminnya layan sangat baik terimakasih moga mwdia jembatan cari kerja beri kerja sukses terus kitalulus terimakasih,positif
apk bantu udah ngelamar tempat tp blm respon sama sekali status jalan doang udah lebih hari enggak ubah gtu status mah enggak kan depan jd malas ngelamar via apk ni klo ky gin kaya gada jelas,negatif
update sering error apply lamar selalu muncul popup login padahal jelas login pernah logout,negatif
sangat bantu cari kerja posting loker,positif
maaf kak banyak aneh aplikasi nya contoh nya min smksma syarat minimal jadi ngelamar bingung mana bener syarat terus contoh alam lihat bawah tulis syarat alam tahun jadi benar mana banyak bingung mohon kak koreksi jadi nyaman semua terimakasih kak,netral
aplikasi sangat bantu cari kerja cara pakai nya sangat mudah layan nya sangat ramah bantu sekali,positif
bantu banget klo buat nyari referensi kerjaa template cv buat langsung poko baguss banget aplikasi nyaa ga nyesel poko,positif
aplikasi sangat bagus bantu mudah cari kerja,positif
maintenance mulu nih aplikasi scroll sering bgt muncul halaman butuh waktu apa benar lamar gak masuk langsung email recruter klo memang benar sayang bgt jadi sia apply lamar moga next lebih bagus,negatif
apk yg keren mudah paham moga cepat kerja apk,positif
aplikasi mudah cari kerja fiturfitur mudah guna contoh pilih jenis kerja tipe kerja ingin aplikasi buat cv otomatis apabila kendala langsung lapor pusat bantu miminnya fastrespon ramah terimakasih,positif
aku kira event apa nyata event nyari rerefral suruh download apk kyc apk bodoh kedok cari loker event cari referral nice bro lanjut bakat,negatif
aplikasi tipu udah puluh lamar gw lamar g panggil interview satu aplikasi bodoh gw udah nunggu beberapa minggu bahkan udah bulan buat interview ga satu loker respon,negatif
edit beberapa alam kerja jadi hapus semua coba ketik pengalamn kerja lalu simpan tetap hilang padahal baru kemarin diupdate belum alam kerja ketik simpan muncul kok belum tadi pagi edit sedikit jadi hilang semua baik,negatif
apk sangat bagus banget rekomen banget pokok terimakasih,positif
awal lancar lamalama mau lamar kerja malah suruh log melulu padahal udah log terus suruh lengkap profil profil padahal udah lengkap profil tulis udah kadang eror gak jelas suruh lengkap bikin kesel dong baik aplikasi nya,negatif
baru aja download aplikasi initpi ngga usaha yg masuk kriteria usia yg udh tahun maksimal mentok tahuntolong buat developer usia jangan batas sampe tahunklo sampe tahun cari loker kerja,negatif
aplikasi bagus mudah cari kerja kurang nya minim jelas deskripsi usaha gerak bidang apa padahal sangat penting semua usaha jelas tugas bagi butuh hari kerja jam kerja gaji kontrak staff biasa kantor lapang semua kota mau sedia,positif
aplikasi sangat cocok buat nyari kerja ga punya orang,positif
aplikasi sangat bantu cari lowong kerja lebih informatif status update wawancara user ikan tunjuk rekruter usaha nya hubung user pribadi via whatsapp atau email sendiri bingung dapat terang user rekruter sepakat ada sesi wawancara informasi kapan nya diberitahu diberitahu hubung langsu,positif
proses doa kan moga dapat kerja yg nyaman milik bnyk teman,positif
sedia banyak lowong kerja sesuai domisili lulus gaji ingin bagai daftar lowong kerja mudah tinggal klik kirim perlu cover letter bagai rekomen sekali appnya,positif
download klo dh batas limit bwt apa ribet hrus upgrade plus sgla ga kaya apl sedia loker gratis aman lgi cari fulus peser aja susah klo bwt naro lamar mh ga usah lh pke hrus upgrade sgla ribet kcuali kait profil nya lah,negatif
aplikasi bagus buat cari kerja banyak opsi bidang kerja batas didik lokasi kerja alam non alam banyak banget tinggal pilih buat bikin cv,positif
bantu sedang cari kerja,positif
aku suka design appnya mudah paham trs terang lokernya lengkap sampe jam kerja coursenya walopun cuma beberapa yg free moga next banyak fitur tambah,positif
aplikasi sangat bantu buat cari lowong kerja pakai jga sangat mudah baru lulus cari lowong kerja smoga cepat mnemukan kerja yg tepat bwt kalian smua amin,positif
aplikasi bagus mudah jobseeker sedia bagai macam bidang lowong kerja terkadang lowong tutup selesai proses rekruiter selesai jadi gantung lowong tetap jalan notifikasi kalau tolak cocok kriteria terima kasih,positif
aplikasi bagus mudah cari loker ngasih misi hadiah udah x ikut bayar terus enggak kaya aplikasi belah pintar misi cuma hasil sekali sisa gagal terus settingan biar gak tarik reward sukses selalu lulus,positif
uwauuwww aplikasi ngebantu sekali buat cari kerja banyak fitur sedia mudah cari lowong customer servicenya ramah fast respon,positif
aplikasi sangat bagus mudah buat cv instan terimakasih,positif
sangat bantu iklan sangat menggangu scroll malah otomatis buka shopee klo sekali oke kali kali gk lanjut scroll alias lihat awal,negatif
senang sekali temu aplikasi lulus banyak loker lengkap lulus barufresh graduatetanpa alam mudah bingung cara ngisi bagi alam kerja soal alam kerja lebih lamar kabar,positif
update versi baru selalu muncul pemberitahuan update udah coba uninstal tetep muncul,negatif
sangat bagus sangat suka,positif
alhamdulillah cv terima benerapa usaha tinggal nunggu hasil akhir,positif
bagus aplikasi lebih simpel mudah guna baru tempat buka lowong tutup baik langsung filter hapus mulai lowong dapat menu riwayat lamar terimakasih,positif
sangat baik ajar yg dalat uang tambah rumah,positif
aplikasi sangat bantu cari kerja sampai ngga membingungkanbalasannya ramah mudah dipahamii cukup bantu banget aku pernah kerjaa,positif
lulus sih eror udah baru aja tulis baru masuk aplikasi,negatif
far ga kendala aplikasi sangat mudah utk cari kerja beberapa kali search google utk lihat lebih detail alamat usaha kata tipu belakang pt nya contoh ptcahaya bintang tipu jadi ragu,positif
aplikasi rekomen banget buat cari kerja aplikasi mudah guna anti ribet loginnya pakai akun google uda langsung kalau mau skip cari lokasi lokernya mudah tinggal isi provinsi kabuten langsung muncul dah,positif
cepat mudah banyak info loker dalam sesuai apa cari,positif
ada applikasi sangat bantu fitur scand barcode nya jadi lebih mudah kota lama laku transaksi online pas tu dm yg pake barcode jadi lebih gampang,positif
sebenernya sangat bantu sekali orang orang sedang cari kerja deskripsi kerja cukup detail sangat sayang selalu gagal muat cari gagal muat klik apa gagal muat terus padahal kondisi sinyal baik baik coba yaa coba tingkat lebih baik aplikasi sekian terimakasih,negatif
aplikasi sangat manfaat bantu cari kerja fiturfitur aplikasi mudah paham beberapa usaha ragu usaha sebut benarbenar,positif
aplikasi sangat bantu cari kerja khusus freshgraduate lokernya sangat banyak jadi apply ribet bawa berkas lamar sangat hemat budget,positif
customer service nya fast respon baik bahasa sopan nyaman beri jawab customer punya akun nonaktif nyata permanen saran depan moga beri layan akses kembali aktif akun terimakasih,positif
aplikasi nya bagus sangat bantu sekali buat mau ikut daftar cpns banyak soal soal buat latih aplikasi nya sangat recomended buat cari kerja banyak sedia lowong kerja,positif
aplikasi nya sangat bagus bantu juang lowong kerja banyak komunitas ajar sharing satu sama latih soal bumn cpns sekdin mantep poll deh pokoknyaa,positif
baik kena pialang loker yg aplikasi padahal butuh bgt kerja malah dapet loker bodong mungkin tingkat depan,negatif
aplikasi kitalulus sangat bantu cari kerja bnyak bnget lowong pilih sesuai inginkandan respon adminnya sangat cepat jadi kalo bingung tanya langsung tanya lewat wa admin kitalulus lngsung direspon lama jam operasional terimakasih bnyak kitalulus,positif
sangat mudah cari kerja,positif
baguss makasih buat apknya smoga kerja lebih bagus,positif
buat fiturnya lumayan cuman beberapa kali coba lamar kata lokasi sesuai padahal kriteria gak beri lokasi sesuai beberapa lowong kasih syarat lokasi jelas gak berani lamar gak syarat tibatiba tolak lokasi kecewa sih detail gak kasih kaya gitu kalau sejak awal detail gak lamar,negatif
kasih bintang dlu mudah cari kerja kasih bintang,positif
bagus sangat bantu cari kerja rumah tangga,positif
baru mendownload sedang coba kasih bintang dulu,netral
aplikasi nya sangat bantu mudah cari lowong kerja sesuai butuh,positif
aplikasi sangat tarik guna jobseeker dapat banyak fitur tarik ada macam pertanyaantes ringan kirim lamar usaha tarik dapat soal gratis ajar psikotes,positif
aplikasi sangat bantu jobseeker guna mudah sedia lowong kerja beberapa kota indonesia mohon terus update baru stabil server milik,positif
aplikasi sangat bantu cari kerja sedia bagai macam bidang kerja baru aplikasi fiturnya lengkap mudah paham cs nya ramah fast respon thank,positif
aplikasi sulit pakai utama cari kerja milik alam,negatif
bagus banget buat nyari loker cuman yg khusus smp tahu bagaimana cara lamar kerja yg benar lebih baik kembang skill dlu karna gampang terima skill kurang admin nya fast respon wah wah,positif
aplikasi super super sangat bantu yg lg cari loker aplikasi jg mudah guna admin kitalulus sangat ramah fast respon jg bantu poko aplikasi best,positif
baik sekali moga kerja nya gaji beneran,positif
aplikasi sangat bagus bantu banget cari kerja baik yg udah sarjanalulusan sma atau kuliah partime freelance semua lengkap nyari sesuai kriteria kerja yg sesuai sama daerah tinggal mau kerja remote full kantor semua udah lengkap guys sini nah yg mau gabung komunitas sini jadi buat nyari kerja tambah relasi gabung komunitas yuk instal skr,positif
aplikasi bagus bantu cari lowong kerja cepat akurat feedback rekruter cepat kurang jam respon,positif
cara operasi aplikasi bagus yg jadi tuju utama malah ga normal ga fungsi sama sekali rekruter pernah perhati ecek lamar yg coba daftar lowong yg sedia,netral
aplikasi mudah guna cari kerja customer servicenya gercep banget kalau tanya cuss juang cari kerja jangan ragu browsing loker pakai aplikasi,positif
sangat gampang paham aplikasi sungguh bantu,positif
kitalulus gak nge search tiap nge search gak muncul apa data temu terus baik,netral
aplikasi nya sangat bantu cari kerja cara pakai aplikasi mudah ga ribet masuk lamar sulit sangat reqo juang cari kerja dapat kendala jangan ragu hubung cs nya sangat fast respon bantu,positif
info lokernya update banyak pilih sesuai ijazah punya udah bagus banget cuman akhir masukin lowong lama banget gak kabar pikir gak terima lama buka nyata pesan kalau lolos seleksi awal jadi notifnya gak muncul gak tau kalau pesan masuk waktu udah lewat jadi gak proses seleksi awal sad,positif
sering ngelamar diisni sampe skrg gak satu panggil status lamar jalan terus aplikasi sering dpt panggil tes wawancara tau loker sini beneran kalau sesuai kualifikasi lebih baik pindah selesai,negatif
cuma mau ngasih saran tambah kontak usaha kaya email nomor telepon dimunculin pas info lebih lanjut aja kaya pas dikabarin wawancara mudah hubung kan kontak ga nentu punya usaha jadi punya hrd nya meski sistem lamar perlu chat hrdnya langsung buat lamar aplikasi kan ga kontak sama sekali aja kali sekarang kalo udah dipenuhin kasih bintang,negatif
aplikasi nya sangat bantu guna banyak orangdan aplikasi kitalulus cari kerja sesuai kriteria loker baru selalu nontifikasi nya ama kasih kitalulus udah mau bantu cari kerja,positif
tampil oke mudah guna dapam cari kerja layan admin ramah cepat,positif
moga mudah dapat kerja aminnn,positif
aplikasi yg sangat muas panggil kerja fiturfitur aplikasi sangat muas moga segera terima kerja,positif
apk bagussemoga bs dpat kerja dr aplikasi kasih bintang dulu karna lamar yg kirim blm bs batal nya,positif
knp ka minta update terus gilir baharu gabisa terus,negatif
aplikasi indonesia keren deh inovasi teknologi aku cariin kerja cuma hp mudah sekali guna ui nya bagus jauh kendala gimana lamar tiap buka loker baru update usaha eks terimakasih buat bener bantu banget kalian bikin kitalulus,positif
paksa turun jadi bintang masuk guna baru awal guna bagus lancar tp diupdate jd suka eror terussaat lg cari info loker suka eror balik halaman utama bs langsung pas awal sedang cari lokeralhasil scroll dr awal lg baik terimakasih,positif
sangat bantu cari kerja,positif
aplikasi nya friendly banget manfaat bantu cari kerja sesuai domisili cara mudah gak ribet,positif
upload loker mudah admi fast respon cari kerja sini banyak detal,positif
apk yg sangat bantu sekali cari kerja,positif
sedikit tambah filter cari kerja tambahin radius mudah cari kerja dekat lokasi si pakai data aman layan bagus variatifuntuk sisa bagus kalau panggil kerja bintang tambahin satu mudah mudah ngecewain,positif
sangat bantu ibu rumah tanggamau kerja keluar rumah kasihan anak moga jalan rezeki buat yg ken punya hasil sendiri,positif
baru apk rekruter bidang sales harap banyak dapat kandidat kesini banyak review bagus rekan kerja terimakasih,positif
aplikasi bayar bonus hingga lebih waktu janji banyak misi freelance dar naik engagement semata bonus nihil bosss maaf cuma bintang sekian banyak bintang aplikasi sangat rekomendasi buat kaum rebah,negatif
aplikasi mudah guna terus tingkat,positif
baru aplikasi kok tetap opsi baru aplikasi unistall install tetep minta update dong baik login,negatif
bug bagi tipe kontrak kerja sesi tambah alam kerja radio ga muncul,negatif
cukup bantu fresh graduate sedang cari alam pertama dunia kerja,positif
suruh baru tpi ga sedia tmpt baru nya yg mana aneh,negatif
far pakai aplikasi nyaman krna semua mudah isi data diri cari lokernya depan aplikasi kebih baik cs room chat pihak lulus gercep bgt ka mila makasih bantu,positif
komplit sangat mudah,positif
aplikasi kitalulus jadi selamat buat fresh graduate banyak banget lowong sesuai sama minat kualifikasi fitur cari gampang banget dipake pokok wajib banget buat kamu nyari kerja pertama,positif
aplikasi sangat cocok jobseeker cari kerja,positif
bagusss bangett aplikasiii nyaa hasil uang sayaaa sukaa,positif
aplikasi cukup bagus kadang udah ngelamar ratus liat cuma dikit hehe gapapa nama usaha nyari kerja layan admin aplikasi keren cepat respon ramah udah sih gitu aja terima kasih,positif
bagus mudah erti cara cari kerja,positif
mudah sekali buat akun banyak lowong kerja sedia sesuai preferensi,positif
padahal udh kirim lamar lebih ga jelas sama sekali proses enggak baik beri jelas jgn nge gantung masa lamar cmn bbrp yg liat cv udh gitu ga lanjut dong baik depan nya biar jelas,negatif
mudah mudah ad info lanjut,netral
lama guna fitur sangat bantu cari kerja panggil interview hehehhe mungkin guna baru bulan banyak baik cv lalu far sukses selalu kitalulus,positif
kurang ga info lanjut kena apply bahkan interview nya,negatif
bantu banget cari kerja,positif
iklan sangat ganggu iklan apk oke iklan yg buka apk sendiri lazada yg ganggu,negatif
aplikasi sangat bantu mudah simpel engga ribet user friendly lah pokok csnya cekat ramah trimakasih bantu par cari kerja,positif
aplikasi sangat guna bantu banyak orang cari kerja sesuai kriteria loker notifikasi langsung jadi gak tinggal info adminnya baik fast respon bangettttt kalau kendala,positif
riwayat lamar kerja panggil,netral
makin lama makin lihat kualitas aplikasinyajujur suka bantu dapat lowong kerja agam bidangtapi sayang aplikasi selalu error mau refresh berapa kali tetap gak bisaini justru halang daftar loker moga baik cepat,negatif
far good lamar kerja mudah mungkin masuk aja option usia filter buat pilih batas usia max misal banyakin webinar operasional kerja dn psikologis tuh sukses terus kitalulus,positif
yg nglamar dsini jangan harap lebih yg liat hrd nya cmn yg pro udh nyoba bikin lowong sama nyari lowong apply pake yg biasa ga muncul sama skli akun yg nyari lowong smpe minggu brikut nya baru muncul baru ngelamar hari susun nya jdi yg paling bawah,negatif
keren apk buat cari kerja relevan mudah percaya aman hubung bagi usaha kantor nya benar,positif
hari aplikasi bug terus masalah beberapa kali install uninstall ulang sama sekali kirim lamar aplikasi masalah mohon baik dong kak terima kasih,negatif
aplikasi mudah cari kerja adminnya ramah banget bantu semua masalah moga segera terima kerja lewat aplikasi kitalulus,positif
mudah cari kerja sesuai kota inginkanbest lahhhh,positif
mohon pihak lulus baik jawab soal lamar lowong kerja masa jawab rasa benar tetap salah terus sulit cari perkejaan,negatif
klik link lalu media sosial tentu aplikasi lempar link tuju malah stuck halaman utama sangat bantu sangat batas informasi,positif
aplikasi simpel bantu cari kerja sesuai bidang nya fitur mudah tarik terimakasih bantu mudah cari lowong kerja,positif
aplikasi perhati sistem sinyal kuat aplikasi jalan waktu ngebuka kitalulus koneksi internet parah jawab beberapa tanya waktu kirim tbtb koneksi putus jadi ngulang,negatif
aplikasi sangat user friendly mudah guna fitur nya sangat bagus tadi sempat kendala admin kitalulus sangat cekat tanggap baik terimakasih kitalulus,positif
sangat baik lamar kerja,positif
sangat bantu buat cari kerja buat cv langsung download apk,positif
login bisatetapi tambah data diri stuck gk simpan satu lamar tiap jawab kok selalu ubah pdahal tanya tsb samatolong baik lagikarena sy salah satu guna baru aplikasi lulus inijika baik masalah server sy beri bintang lebih pd,negatif
aplikasi rupa platform cari kerja jamin aman karna loker lewat proses yg ketat tau aplikasi rekomendasi tik tok,positif
edit mantap respon cepat kasih masuk selang beberapa jam aplikasi mudah akses terimakasih ulas dahulu bintang dlu ada maintenance barubaru aplikasi jadi lambat error diinstall ulang login mohon baik terimakasih,positif
coba kalau kerja banyak tinggal masalah cair cuannya aja keluar keluar mungkin tunggu beberapa gari,netral
aplikasi lulus sangat manfaat banget cari kerja terimakasih,positif
bulan lalu bayar qris sekarang langsung arah pulsa tadi jam malam beli paket plus sekarang jam siang gak akses kelas ajar,negatif
aplikasi sangat bantu cari lowong kerja aplikasi sangat mudah guna user friendly simpel ganggu admin ramah komunikatif sangat bantu sekali tanya overall oke sih aplikasi,positif
latih pertama soal salah moga tes lebih baik temanw jenis soal panjang arah cari trik cepat selesai soal aku yess buat aplikasi,positif
gampang cari pekerjaandan sangat bantu,positif
aplikasi bagus sedang anggur butuh kerja banyak lowong kerja sedia rekomendasi sesuai mampu moga cepat dapat kerja aplikasi kitalulus,positif
seluruh sangat baik aplikasi kitalulus sangat manfaat orang cari kerja admin nya sangat ramah mudah erti paham sangat bantu jelas nya kendala terimakasih kitalulus,positif
aplikasi bagus banyak ubah pas akhir pakai jadi masalah pernah panggil buat interview nyari pegawaicrew pernah merespon sama sekali,negatif
kadang tanya jawab gak sesuai soal sering temu sebut mudah apply kerja jawab tanya gak masuk akal lama tahun pakai aplikasi panggil sama sekali aplikasi banyak usaha bodongoursource abal kecewa aplikasi parah,negatif
aplikasi bantu banget buat cari cari kerja banyaakk banget deh pilih kerja gampang cari cari kerja apk ga tipu trusted bgtt gue udah proses sampe tahap akhir lewat apk makasihh yah kitalulus,positif
bantu sekali aplikasi yg satu jadi mudah cari lowong kerja tambah fitur buat latih ngisi quiznya sangat membantuapp yg wajib punya fresh graduate,positif
sangat bantu cari kerja kemarin langsung beberapa panggil ga susah gunain apk tinggal masukin email cv data salah apk responnya gercep ga sampek tunggu lama moga depan lebih banyak bantu orang mudah orang yg butuh kerja bagai macam tawar kerja jadi cuma satu pilih gantung ahli kalian moga bantu,positif
aplikasi sangat bantu sekali cari kerja sangat mudah guna adminnya fast respon,positif
gokil sih apk buat mau cari kerja cukup gampang banget akses paling penting gabikin pusing ga ribet pilih usaha cukup agam selalu date sama paling penting cs nya fast respon,positif
aplikasi nya bagus banget mudah guna cari kerja tambah lgi layan nya sangat ramah sangat bantu mula terimakasih buat aplikasi,positif
aplikasi nya bagus banget mudah buat pake simpel tinggal caricari loker terus kirimkirim deh awal nya ga percaya sama aplikasi nyata aplikasi beneran nyata hoax udah gitu kadang yg cepat banget emailwa hrd buat interviewtes langsung padahal ngelamar hari inti lop lop banget sama aplikasi lulus,positif
minta buat admin lulus detail informasi gaji lebih buka masalah interview informasi kata gaji sdh selesai bilang baru ijazah tahan minta lah pilah dulu terima kasih,negatif
kasih bintang dulu muas beri bintng moga aplikasi mudah orang cari kerja,netral
aplikasi sangat bantu cari lowong kerja sangat jelas informasi moga kerja sesuai ingin adminnya ramah banget cepat banget responnya sabar tanggap tanya terimakasih mohon maaf nama atas sesuai nama aplikasi lulus,positif
ngebantu banget buat cari kerja banyak lowong kerja sedia muat informasi sangat jelas kait kandidat requirement butuh kalo kamu nyari kerja kamu banget install kitalulus app helpfull thanks kitalulus,positif
aplikasi cukup bantu mungkin perlu kembang laku ubah email telpon sempet nanya customer service nya emang tahap kembang customer servicenya responsif jadi far good,positif
aplikasi udah bagus buat cari loker lebih mudah gabung komunitas webinar yg bagi ilmu gratis admin nya baik ramah bantu sekali sulit,positif
aplikasi rekomend banget buat cari kerja karna dapat bagai banyak tawar kerja sesuai bidang cari ingin dapat fiturfitur mudah guna guna semua lulus dr lulus sma smk,positif
cukup bagus aplikasi buat cari kerja udah pernah panggil interview sayang gak terima beberapa lamar lolos awal lanjut lama sih sama apk buat cv otomatis cakep banget,positif
terima kasih lulus aplikasi cukup bantu dlm dapat kerja customer servis gercep ramah bikin nyaman kalo request aktif fitur akun yg nonaktif butuh perlu guna email banyak buat email baru terimakasih sekali lg puas,positif
